date,start_time,end_time,warning_type,warning_title,warning_content,source_file
20190818,2019-08-18 11:20:00,2019-08-18 23:59:59,Thunderstorm,Information about Thunderstorm Warning (11:05 HKT on 18.08.2019),"Thunderstorm Warning was issued at 11:05 a.m. on 18 Aug 2019. It will be valid until 1:15 p.m. today. A few thunderstorms are expected to occur over Lantau and New Territories West.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 11:05 HKT on 18.08.2019",20190818-1120-WeatherWarningBulletin.xml
20190822,2019-08-22 10:47:00,2019-08-22 23:59:59,Very Hot,Information about Very Hot Weather Warning (09:45 HKT on 22.08.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 9:45 a.m.The Hong Kong Observatory is forecasting very hot weather with light winds in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 09:45 HKT on 22.08.2019",20190822-1047-WeatherWarningBulletin.xml
20190823,2019-08-23 11:31:00,2019-08-23 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 23.08.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather with light winds in Hong Kong today and tomorrow. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 23.08.2019",20190823-1131-WeatherWarningBulletin.xml
20190823,2019-08-23 11:31:00,2019-08-23 23:59:59,Thunderstorm,Information about Thunderstorm Warning (11:10 HKT on 23.08.2019),"Thunderstorm Warning issued at 7:00 a.m. on 23 Aug 2019 has been extended until 1:00 p.m. today. Isolated thunderstorms are expected to occur over Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 11:10 HKT on 23.08.2019",20190823-1131-WeatherWarningBulletin.xml
20190823,2019-08-23 11:33:00,2019-08-23 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 23.08.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather with light winds in Hong Kong today and tomorrow. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 23.08.2019",20190823-1133-WeatherWarningBulletin.xml
20190823,2019-08-23 11:33:00,2019-08-23 23:59:59,Thunderstorm,Information about Thunderstorm Warning (11:10 HKT on 23.08.2019),"Thunderstorm Warning issued at 7:00 a.m. on 23 Aug 2019 has been extended until 1:00 p.m. today. Isolated thunderstorms are expected to occur over Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 11:10 HKT on 23.08.2019",20190823-1133-WeatherWarningBulletin.xml
20190824,2019-08-24 11:23:00,2019-08-24 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 24.08.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 24.08.2019",20190824-1123-WeatherWarningBulletin.xml
20190825,2019-08-25 10:58:00,2019-08-25 23:59:59,Thunderstorm,Information about Thunderstorm Warning (10:55 HKT on 25.08.2019),"Thunderstorm Warning was issued at 10:55 a.m. on 25 Aug 2019. It will be valid until 1:00 p.m. today. Occasional squally thunderstorms are expected to occur over Hong Kong.Gusts reaching 70 kilometres per hour or above may continue to affect Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.3. Take precautions against violent gusts. Beware of flying debris and falling objects.4. Drivers using highways and flyovers should reduce speed to be alert to violent gusts.Dispatched by Hong Kong Observatory at 10:55 HKT on 25.08.2019",20190825-1058-WeatherWarningBulletin.xml
20190825,2019-08-25 10:58:00,2019-08-25 23:59:59,Tropical Cyclone,Information about Tropical Cyclone Bulletin (10:45 HKT on 25.08.2019),"Tropical Cyclone Warning BulletinHere is the latest Tropical Cyclone Warning Bulletin issued by the Hong Kong Observatory.The Standby Signal, No. 1 is in force.This means that a tropical cyclone now centred within about 800 kilometres of Hong Kong may affect us.At 11 a.m., Tropical Storm Bailu was estimated to be about 330 kilometres northeast of Hong Kong (near 24.1 degrees north 116.7 degrees east) and is forecast to move west-northwest at about 25 kilometres per hour crossing southeastern part of China.Dispatched by Hong Kong Observatory at 10:45 HKT on 25.08.2019",20190825-1058-WeatherWarningBulletin.xml
20190826,2019-08-26 10:58:00,2019-08-26 23:59:59,Thunderstorm,Information about Thunderstorm Warning (09:50 HKT on 26.08.2019),"Thunderstorm Warning issued at 9:40 p.m. on 25 Aug 2019 has been extended until 11:30 a.m. today. Isolated thunderstorms are expected to occur over Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 09:50 HKT on 26.08.2019",20190826-1058-WeatherWarningBulletin.xml
20190828,2019-08-28 10:52:00,2019-08-28 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 28.08.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 6:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 28.08.2019",20190828-1052-WeatherWarningBulletin.xml
20190829,2019-08-29 11:02:00,2019-08-29 23:59:59,Thunderstorm,Information about Thunderstorm Warning (10:55 HKT on 29.08.2019),"Thunderstorm Warning was issued at 10:55 a.m. on 29 Aug 2019. It will be valid until 1:30 p.m. today. A few squally thunderstorms are expected to occur over Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 10:55 HKT on 29.08.2019",20190829-1102-WeatherWarningBulletin.xml
20190829,2019-08-29 11:02:00,2019-08-29 23:59:59,Tropical Cyclone,Information about Tropical Cyclone Bulletin (10:45 HKT on 29.08.2019),"Tropical Cyclone Warning BulletinHere is the latest Tropical Cyclone Warning Bulletin issued by the Hong Kong Observatory.The Standby Signal, No. 1 is in force.At 11 a.m., Tropical Storm Podul was estimated to be about 650 kilometres southwest of Hong Kong (near 17.5 degrees north 110.6 degrees east) and is forecast to move west at about 25 kilometres per hour across the seas south of Hainan Island.Dispatched by Hong Kong Observatory at 10:45 HKT on 29.08.2019",20190829-1102-WeatherWarningBulletin.xml
20190901,2019-09-01 10:48:00,2019-09-01 23:59:59,Tropical Cyclone,Information about Tropical Cyclone Bulletin (10:45 HKT on 01.09.2019),"Tropical Cyclone Warning BulletinHere is the latest Tropical Cyclone Warning Bulletin issued by the Hong Kong Observatory.The Standby Signal, No. 1 is in force.This means that a tropical cyclone now centred within about 800 kilometres of Hong Kong may affect us.At 11 a.m., the tropical depression over the northeastern part of the South China Sea was estimated to be about 450 kilometres southeast of Hong Kong (near 19.0 degrees north 116.7 degrees east) and is forecast to move west at about 25 kilometres per hour across the northern part of the South China Sea in the general direction of Hainan Island and Leizhou Peninsula.Dispatched by Hong Kong Observatory at 10:45 HKT on 01.09.2019",20190901-1048-WeatherWarningBulletin.xml
20190902,2019-09-02 10:47:00,2019-09-02 23:59:59,Thunderstorm,Information about Thunderstorm Warning (10:00 HKT on 02.09.2019),"Thunderstorm Warning issued at 4:35 a.m. on 2 Sep 2019 has been extended until 12:30 p.m. today. A few squally thunderstorms are expected to occur over Hong Kong.Gusts exceeding 70 kilometres per hour were recorded at Waglan Island at around 9:50 a.m.Gusts reaching 70 kilometres per hour or above may continue to affect Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.3. Take precautions against violent gusts. Beware of flying debris and falling objects.4. Drivers using highways and flyovers should reduce speed to be alert to violent gusts.Dispatched by Hong Kong Observatory at 10:00 HKT on 02.09.2019",20190902-1047-WeatherWarningBulletin.xml
20190902,2019-09-02 10:47:00,2019-09-02 23:59:59,Tropical Cyclone,Information about Tropical Cyclone Bulletin (10:45 HKT on 02.09.2019),"Tropical Cyclone Warning BulletinHere is the latest Tropical Cyclone Warning Bulletin issued by the Hong Kong Observatory.The Standby Signal, No. 1 was issued at 10:40 a.m.This means that a tropical cyclone now centred within about 800 kilometres of Hong Kong may affect us.At 11 a.m., the tropical depression over the northern part of the South China Sea was estimated to be about 580 kilometres southwest of Hong Kong (near 18.5 degrees north 110.4 degrees east) and is forecast to move west-southwest at about 20 kilometres per hour across the seas south of Hainan Island.While the tropical depression continues to depart from the territory, there will still be occasional strong winds offshore and on high ground. The Standby Signal No. 1 will remain in force for most of today. The rainbands associated with the tropical depression will bring occasional showers and squalls as well as a few thunderstorms to Hong Kong. There will be rough seas and swells. Members of the public are advised to stay away from the shoreline and low-lying areas, and not to engage in water sports. Another area of low pressure may develop gradually over the central part of the South China Sea to the southeast of the tropical depression. Owing to their mutual interactions, there will be uncertainty in the future movement and development of the tropical depression. Please take note of the latest weather report issued by the Observatory.(Precautionary Announcements with No. 1 Signal)1. Precautions should be taken. Drains should be cleared of obstructions, and windows and doors should be checked.2. People planning to visit Guangdong, Macau, outlying islands or remote parts of Hong Kong should note that changes in weather may affect your trips.3. Strong winds are still blowing over offshore waters. Small vessels should remain in shelter and precautions should not yet be relaxed.4. Listen to radio, watch TV or browse the Hong Kong Observatory's website and mobile app for the latest information on the tropical cyclone.Dispatched by Hong Kong Observatory at 10:45 HKT on 02.09.2019",20190902-1047-WeatherWarningBulletin.xml
20190904,2019-09-04 10:52:00,2019-09-04 23:59:59,Thunderstorm,Information about Thunderstorm Warning (10:45 HKT on 04.09.2019),"Thunderstorm Warning issued at 10:55 p.m. on 3 Sep 2019 has been extended until 2:00 p.m. today. A few squally thunderstorms are expected to occur over Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 10:45 HKT on 04.09.2019",20190904-1052-WeatherWarningBulletin.xml
20190907,2019-09-07 10:48:00,2019-09-07 23:59:59,Very Hot,Information about Very Hot Weather Warning (10:45 HKT on 07.09.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 10:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 10:45 HKT on 07.09.2019",20190907-1048-WeatherWarningBulletin.xml
20190908,2019-09-08 10:41:00,2019-09-08 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 08.09.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 6:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 08.09.2019",20190908-1041-WeatherWarningBulletin.xml
20190910,2019-09-10 10:45:00,2019-09-10 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 10.09.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 10.09.2019",20190910-1045-WeatherWarningBulletin.xml
20190912,2019-09-12 11:15:00,2019-09-12 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 12.09.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather with light winds in Hong Kong in the next couple of days. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 12.09.2019",20190912-1115-WeatherWarningBulletin.xml
20190913,2019-09-13 11:02:00,2019-09-13 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 13.09.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather with light winds in Hong Kong today and tomorrow. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 13.09.2019",20190913-1102-WeatherWarningBulletin.xml
20190920,2019-09-20 10:46:00,2019-09-20 23:59:59,Very Hot,Information about Very Hot Weather Warning (07:45 HKT on 20.09.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 7:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 07:45 HKT on 20.09.2019",20190920-1046-WeatherWarningBulletin.xml
20190921,2019-09-21 10:38:00,2019-09-21 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (09:45 HKT on 21.09.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the north. Gusts will occasionally reach gale force.1. If you are not well sheltered from the north, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Those planning for water sports activities and operations at sea should take special care against high winds and rough sea conditions. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 09:45 HKT on 21.09.2019",20190921-1038-WeatherWarningBulletin.xml
20190922,2019-09-22 10:48:00,2019-09-22 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (09:45 HKT on 22.09.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the north. Gusts will occasionally reach gale force.1. If you are not well sheltered from the north, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Small craft owners should make arrangements for the safety of their boats. Make sure that all deck fittings are firmly fastened.3. Since sea state may be very rough, you are advised to stay away from the shoreline and not to engage in water sports. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 09:45 HKT on 22.09.2019",20190922-1048-WeatherWarningBulletin.xml
20190930,2019-09-30 12:11:00,2019-09-30 23:59:59,Very Hot,Information about Very Hot Weather Warning (11:00 HKT on 30.09.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 11:00 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 11:00 HKT on 30.09.2019",20190930-1211-WeatherWarningBulletin.xml
20191001,2019-10-01 10:59:00,2019-10-01 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 01.10.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 6:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 01.10.2019",20191001-1059-WeatherWarningBulletin.xml
20191007,2019-10-07 11:29:00,2019-10-07 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (09:45 HKT on 07.10.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the east. Gusts will occasionally reach gale force.1. If you are not well sheltered from the east, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Those planning for water sports activities and operations at sea should take special care against high winds and rough sea conditions. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 09:45 HKT on 07.10.2019",20191007-1129-WeatherWarningBulletin.xml
20191015,2019-10-15 11:28:00,2019-10-15 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (09:45 HKT on 15.10.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the east. Gusts will occasionally reach gale force.1. If you are not well sheltered from the east, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Small craft owners should make arrangements for the safety of their boats. Make sure that all deck fittings are firmly fastened.3. Since sea state is very rough, you are advised to stay away from the shoreline and not to engage in water sports. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 09:45 HKT on 15.10.2019",20191015-1128-WeatherWarningBulletin.xml
20191016,2019-10-16 11:07:00,2019-10-16 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (09:45 HKT on 16.10.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the east. Gusts will occasionally reach gale force.1. If you are not well sheltered from the east, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Those planning for water sports activities and operations at sea should take special care against high winds and rough sea conditions. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 09:45 HKT on 16.10.2019",20191016-1107-WeatherWarningBulletin.xml
20191125,2019-11-25 11:51:00,2019-11-25 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (11:45 HKT on 25.11.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the east. Gusts will occasionally reach gale force.1. If you are not well sheltered from the east, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Those planning for water sports activities and operations at sea should take special care against high winds and rough sea conditions. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 11:45 HKT on 25.11.2019",20191125-1151-WeatherWarningBulletin.xml
20191126,2019-11-26 11:03:00,2019-11-26 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (09:45 HKT on 26.11.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the east. Gusts will occasionally reach gale force.1. If you are not well sheltered from the east, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Those planning for water sports activities and operations at sea should take special care against high winds and rough sea conditions. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 09:45 HKT on 26.11.2019",20191126-1103-WeatherWarningBulletin.xml
20191202,2019-12-02 11:05:00,2019-12-02 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (09:45 HKT on 02.12.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the north. Gusts will occasionally reach gale force.1. If you are not well sheltered from the north, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Those planning for water sports activities and operations at sea should take special care against high winds and rough sea conditions. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 09:45 HKT on 02.12.2019",20191202-1105-WeatherWarningBulletin.xml
20191205,2019-12-05 11:08:00,2019-12-05 23:59:59,Cold Weather,Information about Cold Weather Warning (06:00 HKT on 05.12.2019),"The Cold Weather Warning is now in force.Cold weather is expected in Hong Kong in the next couple of days.People are advised to put on warm clothes and ensure adequate indoor ventilation.People are also advised to avoid prolonged exposure to wintry winds to avoid getting cold and having adverse health effects.If you know of elderly persons or persons with chronic medical conditions staying alone, please call or visit them occasionally to check if they need any assistance.Make sure heaters are safe before use, and place them away from any combustibles. Do not light fires indoors as a means to keep warm.Please ensure that there is plenty of fresh air in your room when you are using an old-type gas water heater.Dispatched by Hong Kong Observatory at 06:00 HKT on 05.12.2019",20191205-1108-WeatherWarningBulletin.xml
20191206,2019-12-06 11:06:00,2019-12-06 23:59:59,Strong Monsoon,Information about Strong Monsoon Signal (09:45 HKT on 06.12.2019),"The Strong Monsoon Signal is now in force. Strong winds with mean speed exceeding 40 kilometres per hour are expected from the north. Gusts will occasionally reach gale force.1. If you are not well sheltered from the north, you are advised to take precautions against strong gusty winds. Flower pots and other objects likely to be blown away should be taken indoors.2. Those planning for water sports activities and operations at sea should take special care against high winds and rough sea conditions. Conditions are particularly rough over the offshore waters.Dispatched by Hong Kong Observatory at 09:45 HKT on 06.12.2019",20191206-1106-WeatherWarningBulletin.xml
20191206,2019-12-06 11:06:00,2019-12-06 23:59:59,Cold Weather,Information about Cold Weather Warning (06:00 HKT on 06.12.2019),"The Cold Weather Warning is now in force.Cold weather is expected in Hong Kong in the next couple of days.People are advised to put on warm clothes and ensure adequate indoor ventilation.People are also advised to avoid prolonged exposure to wintry winds to avoid getting cold and having adverse health effects.If you know of elderly persons or persons with chronic medical conditions staying alone, please call or visit them occasionally to check if they need any assistance.Make sure heaters are safe before use, and place them away from any combustibles. Do not light fires indoors as a means to keep warm.Please ensure that there is plenty of fresh air in your room when you are using an old-type gas water heater.Dispatched by Hong Kong Observatory at 06:00 HKT on 06.12.2019",20191206-1106-WeatherWarningBulletin.xml
